geodatabase,layer,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,field_count,field_names,field_types,first_word,memory_mb,has_z
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Marine Megafauna Aerial Survey\Spatial Data\Marine_Megafauna_Aerial_Survey.gdb,m17102_vessel_eventswp_combined_MASTER_Megafauna_POINT,success,,EPSG:32636,32636,Point,"[np.float64(648464.0597999999), np.float64(3018089.0282000005), np.float64(766695.8913000003), np.float64(3166038.6950000003)]","[(670397.3701, 3166038.6950000003), (770741.391569401, 3030778.6883297227), (721315.1448511208, 2994111.321157587), (620971.1238885722, 3129371.3280600766), (670397.3701, 3166038.6950000003)]",505,TRUE,187,"MasterPlan, SurveyCode, SurveyName, SurveyTypeM, AreaName, StartDate, EndDate, ObsDate, ObsMethodM, SampleID, ScientificName, ScientificNameOther, ComName, Genus, FamilyName, IUCN_GL, HCP_SC_04, HabitatType, HabitatDesc, SightingNum, GroupSize, Adults, Juvenile, Calves, TravelDir, GroupSpeed, Interaction, Behaviour, Bearing, Distance, SampleDepth, WTemp, Turbidity, TideDir, CurrDir, CurrSpeed, Seastate, Glare, CloudCover, Author, Comments, Source, ID, activity, sighting, longitude, latitude, waypoints, begin_grou, bg_waypoin, bg_long, bg_lat, bg_time, end_group, eg_waypoin, eg_long, eg_lat, eg_time, ac_start_w, ac_start_l, ac_start_1, ac_start_t, ac_end_wp, ac_end_lon, ac_end_lat, ac_end_tim, platform, sp_transec, sp_speed, sp_beaufou, sp_course, sp_visibil, sp_swell, sp_portgla, sp_stargla, sp_notes, se_transec, se_speed, se_beaufou, se_course, se_visibil, se_swell, se_portgla, se_stargla, se_notes, tr_transec, tr_speed, tr_beaufou, tr_course, tr_visibil, tr_swell, tr_portgla, tr_stargla, tr_notes, ow_course, ow_bearing, ow_distanc, ow_beaufou, ow_swell, ow_visibil, ow_age, ow_group, ow_sightin, ow_other, ow_notes, fc_thought, fc_actual, occurrence, course, bearing_1, distance_1, beaufort, visibility, depth, platformde, side_obs, initialcue, initialc_1, species_ob, species__1, odont_grou, odont_gr_1, baleen_gro, baleen_g_1, min, max, best, behavior, add_notes, encounter_, encounte_1, ac_filenam, ac_duratio, ac_integri, ac_sightin, ac_visuali, cv_no, dhow_no, fg_no, piledrivin, seismic_no, ac_detecti, ac_detec_1, ac_detec_2, ac_detec_3, ac_detec_4, ac_detec_5, ac_detec_6, ac_detec_7, ac_detec_8, ac_detec_9, ac_detec10, ac_detec11, ac_detec12, ac_detec13, ac_detec14, ac_detec15, ac_detec16, detection1, detection2, detection3, detection4, detection5, detection6, detection7, detection8, detection9, detectio_1, detectio_2, detectio_3, detectio_4, detectio_5, detectio_6, detectio_7, detectio_8, ac_gain, ac_baleen_, ac_species, ac_speci_1, ac_descrip, ac_notes, human_act, human_act_, human_ac_1, r_track, break_note, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyTypeM:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], ObsDate:datetime64[ms, UTC], ObsMethodM:object, SampleID:object, ScientificName:object, ScientificNameOther:object, ComName:object, Genus:object, FamilyName:object, IUCN_GL:object, HCP_SC_04:object, HabitatType:object, HabitatDesc:object, SightingNum:float64, GroupSize:float64, Adults:float64, Juvenile:float64, Calves:float64, TravelDir:object, GroupSpeed:object, Interaction:object, Behaviour:object, Bearing:float64, Distance:float32, SampleDepth:float32, WTemp:float32, Turbidity:object, TideDir:object, CurrDir:object, CurrSpeed:object, Seastate:object, Glare:object, CloudCover:object, Author:object, Comments:object, Source:object, ID:object, activity:object, sighting:object, longitude:object, latitude:object, waypoints:object, begin_grou:object, bg_waypoin:object, bg_long:object, bg_lat:object, bg_time:object, end_group:object, eg_waypoin:object, eg_long:object, eg_lat:object, eg_time:object, ac_start_w:object, ac_start_l:object, ac_start_1:object, ac_start_t:object, ac_end_wp:object, ac_end_lon:object, ac_end_lat:object, ac_end_tim:object, platform:object, sp_transec:object, sp_speed:object, sp_beaufou:object, sp_course:object, sp_visibil:object, sp_swell:object, sp_portgla:object, sp_stargla:object, sp_notes:object, se_transec:object, se_speed:object, se_beaufou:object, se_course:object, se_visibil:object, se_swell:object, se_portgla:object, se_stargla:object, se_notes:object, tr_transec:object, tr_speed:object, tr_beaufou:object, tr_course:object, tr_visibil:object, tr_swell:object, tr_portgla:object, tr_stargla:object, tr_notes:object, ow_course:object, ow_bearing:object, ow_distanc:object, ow_beaufou:object, ow_swell:object, ow_visibil:object, ow_age:object, ow_group:object, ow_sightin:object, ow_other:object, ow_notes:object, fc_thought:object, fc_actual:object, occurrence:object, course:object, bearing_1:object, distance_1:object, beaufort:object, visibility:object, depth:object, platformde:object, side_obs:object, initialcue:object, initialc_1:object, species_ob:object, species__1:object, odont_grou:object, odont_gr_1:object, baleen_gro:object, baleen_g_1:object, min:object, max:object, best:object, behavior:object, add_notes:object, encounter_:object, encounte_1:object, ac_filenam:object, ac_duratio:object, ac_integri:object, ac_sightin:object, ac_visuali:object, cv_no:object, dhow_no:object, fg_no:object, piledrivin:object, seismic_no:object, ac_detecti:object, ac_detec_1:object, ac_detec_2:object, ac_detec_3:object, ac_detec_4:object, ac_detec_5:object, ac_detec_6:object, ac_detec_7:object, ac_detec_8:object, ac_detec_9:object, ac_detec10:object, ac_detec11:object, ac_detec12:object, ac_detec13:object, ac_detec14:object, ac_detec15:object, ac_detec16:object, detection1:object, detection2:object, detection3:object, detection4:object, detection5:object, detection6:object, detection7:object, detection8:object, detection9:object, detectio_1:object, detectio_2:object, detectio_3:object, detectio_4:object, detectio_5:object, detectio_6:object, detectio_7:object, detectio_8:object, ac_gain:object, ac_baleen_:object, ac_species:object, ac_speci_1:object, ac_descrip:object, ac_notes:object, human_act:object, human_act_:object, human_ac_1:object, r_track:object, break_note:object, geometry:geometry",m17102_vessel,2.343,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Marine Megafauna Aerial Survey\Spatial Data\Marine_Megafauna_Aerial_Survey.gdb,UAV_Transects,success,,EPSG:32636,32636,MultiLineString,"[np.float64(672153.8307999996), np.float64(3055552.5260000005), np.float64(744704.3614999996), np.float64(3097953.351)]","[(740077.5947195537, 3053190.6705967803), (668961.5975371646, 3090804.553808669), (681349.1039368125, 3114225.423848741), (752465.1011192016, 3076611.5406368524), (740077.5947195537, 3053190.6705967803)]",37,TRUE,30,"SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, nan, name, folders, descriptio, altitude, alt_mode, time_begin, time_end, time_when, Shape_Length, geometry","SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, nan:object, name:object, folders:object, descriptio:object, altitude:float64, alt_mode:object, time_begin:object, time_end:object, time_when:object, Shape_Length:float64, geometry:geometry",UAV_Transects,0.034,TRUE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Survey_Boundary,success,,EPSG:32636,32636,MultiPolygon,"[np.float64(643259.7836999996), np.float64(3010869.1075), np.float64(764940.8788000001), np.float64(3250454.3059)]","[(689436.5216739475, 3251906.021573756), (767389.6517245125, 3020834.855102127), (675942.7032640992, 2989984.723646988), (597989.5732135342, 3221055.890118617), (689436.5216739475, 3251906.021573756)]",8,TRUE,23,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, Author, StartDate, EndDate, Source, Project_Re, BDC_Projec, Surveyor_N, CreationDate, Creator, EditDate, Editor, SHAPE_Length, SHAPE_Area, Document_Number, DocumentTitle, ReportDate, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, Author:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, SHAPE_Area:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.011,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Survey_Planned_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.45928255100006), np.float64(27.268224460000056), np.float64(35.648267513000064), np.float64(29.363327904000073)]","[(34.903512662000026, 29.363327904000073), (35.66022152502645, 27.340963602143045), (34.789225033733054, 27.015062495195366), (34.0325161707066, 29.037426797052326), (34.903512662000026, 29.363327904000073)]",97,TRUE,29,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms], Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",MM_NEOM,0.156,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Winter_Survey_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.53615328300003), np.float64(27.269729879000067), np.float64(35.69527200400006), np.float64(28.48559173800004)]","[(34.72059563801142, 28.485653849492792), (35.799024130148226, 27.454498579596805), (35.418056595215106, 27.056065621685004), (34.3396281030783, 28.087220891580987), (34.72059563801142, 28.485653849492792)]",19,TRUE,29,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms], Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",MM_NEOM,0.031,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Marine_Megafauna,success,,EPSG:4326,4326,Point,"[np.float64(34.535942000000034), np.float64(27.397659000000033), np.float64(35.45549803000006), np.float64(28.528404000000023)]","[(34.72284200000007, 28.528404000000023), (35.6286057359189, 27.569987089326727), (35.31666986343941, 27.27518824127048), (34.4109061275206, 28.233605151943806), (34.72284200000007, 28.528404000000023)]",65,TRUE,42,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsMethod, SampleID, FamilyName, Genus, SpeciesName, ComName, Count_, IUCN_GL, HCP_SC_04, Habitat, SampleDepth, WTemp, Visability, Tide, CurrDir, CurrSpeed, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, ObsDate, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsMethod:object, SampleID:object, FamilyName:object, Genus:object, SpeciesName:object, ComName:object, Count_:float64, IUCN_GL:object, HCP_SC_04:object, Habitat:object, SampleDepth:float64, WTemp:float64, Visability:float64, Tide:object, CurrDir:object, CurrSpeed:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms, UTC], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, ObsDate:datetime64[ms, UTC], geometry:geometry",MM_NEOM,0.14,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Hydrophone_Deployment,success,,EPSG:4326,4326,Point,"[np.float64(34.51054400000004), np.float64(27.26828100000006), np.float64(35.647871000000066), np.float64(28.61017400000003)]","[(34.742815000000064, 28.61017400000003), (35.702262962998304, 27.416520781676176), (35.238851827417164, 27.044034984931628), (34.27940386441889, 28.237688203255452), (34.742815000000064, 28.61017400000003)]",157,TRUE,29,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, Notes, ObsDate, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, SampleType:object, ObsMethod:object, Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, Notes:object, ObsDate:datetime64[ms, UTC], geometry:geometry",MM_NEOM,0.265,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Summer_Survey_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.51028220400008), np.float64(27.265519565000034), np.float64(35.695854463000046), np.float64(28.610177245000045)]","[(34.74299710245042, 28.61048689671448), (35.73694544461013, 27.379707934825223), (35.27173252602989, 27.004012847817627), (34.27778418387018, 28.23479180970688), (34.74299710245042, 28.61048689671448)]",27,TRUE,29,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms], Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",MM_NEOM,0.044,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_Cetacean_Sighting_KBD_2018_2023,success,,EPSG:4326,4326,Point,"[np.float64(34.53475800000007), np.float64(27.43357600400003), np.float64(35.52975999900008), np.float64(28.437560000000076)]","[(34.733070000000055, 28.437560000000076), (35.67248917337428, 27.616929676384753), (35.41528359230114, 27.32249276928329), (34.47586441892691, 28.14312309289861), (34.733070000000055, 28.437560000000076)]",164,TRUE,25,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, ObsDate, SpeciesName, ComName, Author, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, ObsDate:datetime64[ms, UTC], SpeciesName:object, ComName:object, Author:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.25,TRUE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Megafauna (Cetaceans) baseline study\Spatial Data\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_Dugong_Sighting_KBD_2018_2023,success,,EPSG:4326,4326,Point,"[np.float64(34.580088000000046), np.float64(27.568255300000033), np.float64(35.49685014000005), np.float64(28.229318147000072)]","[(35.41845166565366, 27.487251092588345), (34.543296001381734, 28.06968256758086), (34.71277990425618, 28.324347371891772), (35.58793556852811, 27.74191589689926), (35.41845166565366, 27.487251092588345)]",57,TRUE,25,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, ObsDate, SpeciesName, ComName, Author, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, ObsDate:datetime64[ms, UTC], SpeciesName:object, ComName:object, Author:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.086,FALSE
