shapefile_path,layer_name,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,has_timestamp,min_date,max_date,field_count,field_names,field_types,first_word,Species,activity,memory_mb,has_z
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Shusha Island.shp,Buffer_Shusha Island,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3884650.7920231037), np.float64(3239592.839647805), np.float64(3886994.910722985), np.float64(3241571.2221961706)]","[(3884520.314424974, 3239774.0271211364), (3885447.0699189943, 3241740.5573356836), (3887159.982041667, 3240933.3229953633), (3886233.226547647, 3238966.7927808156)]",1.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Buffer_Shusha Island,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Sila Islands.shp,Buffer_Sila Islands,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3925477.9758245517), np.float64(3204416.601570254), np.float64(3928101.1535533112), np.float64(3207553.501676471)]","[(3925948.2004910735, 3207767.2470077416), (3928279.408286424, 3204783.9262191304), (3927568.9561673924, 3204228.7691857377), (3925237.748372042, 3207212.089974349)]",1.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Buffer_Sila Islands,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Umm Shujayrat Island.shp,Buffer_Umm Shujayrat Island,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3903939.691456018), np.float64(3256222.2217451823), np.float64(3906734.1099565704), np.float64(3257927.88749549)]","[(3906186.98985615, 3256066.2708133836), (3903733.3893256946, 3257245.8073161924), (3904409.7956029302, 3258652.826766869), (3906863.396133385, 3257473.2902640603)]",1.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Buffer_Umm Shujayrat Island,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Walih Island.shp,Buffer_Walih Island,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3913977.3604024746), np.float64(3221310.244168577), np.float64(3916729.4973197607), np.float64(3222768.5620824676)]","[(3914096.5026053614, 3222869.9117915235), (3916799.168673245, 3222333.4022718803), (3916544.3864659863, 3221049.9372054697), (3913841.720398103, 3221586.4467251124)]",1.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Buffer_Walih Island,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Buffer_Yuba Island.shp,Buffer_Yuba Island,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3909778.790276959), np.float64(3219798.67439335), np.float64(3912818.4427576656), np.float64(3223311.8815869186)]","[(3912278.067235572, 3219578.010234391), (3909447.5108007374, 3222864.05887399), (3910670.1661282172, 3223917.2371086115), (3913500.7225630516, 3220631.1884690123)]",1.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Buffer_Yuba Island,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Island_Edges.shp,Island_Edges,success,,EPSG:3857,3857.0,LineString,"[np.float64(3857046.719606104), np.float64(3204710.2478939164), np.float64(3927793.415774904), np.float64(3258033.6839604727)]","[(3927699.440627179, 3204688.2571976106), (3855660.0130410753, 3254011.1616123486), (3873408.960125278, 3279934.695593344), (3945448.387711382, 3230611.791178606)]",16.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Island_Edges,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Island_Edges1.shp,Island_Edges1,success,,EPSG:3857,3857.0,LineString,"[np.float64(3857046.719606104), np.float64(3204710.2478939164), np.float64(3927793.415774904), np.float64(3258033.6839604727)]","[(3927699.440627179, 3204688.2571976106), (3855660.0130410753, 3254011.1616123486), (3873408.960125278, 3279934.695593344), (3945448.387711382, 3230611.791178606)]",16.0,True,False,,,4.0,"id, Name, Area, geometry","id:int64, Name:object, Area:float64, geometry:geometry",Island_Edges1,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\NEOMCoastline_Clipped.shp,NEOMCoastline_Clipped,success,,EPSG:32636,32636.0,LineString,"[np.float64(654332.2698953844), np.float64(3037331.693264378), np.float64(756145.279043516), np.float64(3226062.6536993035)]","[(684086.1286365564, 3226062.6536993035), (757330.7264873883, 3037792.8804573636), (691817.6251761068, 3012305.6200331114), (618573.0275961312, 3200575.3933193367)]",1.0,True,False,,,9.0,"ID, SETTLEMENT, SETTLEME_1, GOVERNORAT, REGION, LENGTH_KM, SHAPE_Leng, Length, geometry","ID:float64, SETTLEMENT:object, SETTLEME_1:object, GOVERNORAT:object, REGION:object, LENGTH_KM:float64, SHAPE_Leng:float64, Length:float64, geometry:geometry",NEOMCoastline_Clipped,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Preload\Proposed Birthing Locations_DD.shp,Proposed Birthing Locations_DD,success,,EPSG:32636,32636.0,Point,"[np.float64(665623.316306391), np.float64(3027763.329156154), np.float64(766788.4387635136), np.float64(3104947.541053903)]","[(766788.4387635136, 3027763.329156154), (665623.316306391, 3101768.6381787164), (680103.694027485, 3121563.2878814153), (781268.8164793749, 3047557.9788571903)]",6.0,True,False,,,4.0,"id, Lat, Lon, geometry","id:int64, Lat:float64, Lon:float64, geometry:geometry",Proposed Birthing Locations_DD,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\AlFarsha_Terrain.shp,AlFarsha_Terrain,success,,EPSG:32636,32636.0,LineString,"[np.float64(698805.6110013729), np.float64(3104268.237771386), np.float64(701488.5828903976), np.float64(3106822.799263916)]","[(699482.1367782046, 3107087.633924549), (701522.5718582245, 3104672.2356654103), (700058.5100156732, 3103435.452815395), (698018.0749356535, 3105850.8510745335)]",264.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",AlFarsha_Terrain,Flora And Fauna,Survey,0.008,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\MaktalAli_Terrain.shp,MaktalAli_Terrain,success,,EPSG:32636,32636.0,LineString,"[np.float64(661979.7491677499), np.float64(3100645.999714746), np.float64(665640.0866013388), np.float64(3104726.3499178067)]","[(664177.6088359659, 3100612.167157253), (661825.6582592328, 3104486.326979507), (664149.5179166101, 3105897.111075202), (666501.4684933432, 3102022.9512529476)]",71.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",MaktalAli_Terrain,Flora And Fauna,Survey,0.002,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN27E34_3857.shp,Poly_ClippedSlopeN27E34_3857,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3884926.5412675324), np.float64(3239904.9355650055), np.float64(3886689.09987217), np.float64(3241299.4026974686)]","[(3884890.3983967956, 3239936.426486484), (3885563.184935976, 3241369.1529619577), (3886767.3606311637, 3240803.690388883), (3886094.5740919835, 3239370.963913409)]",796.0,True,False,,,2.0,"DN, geometry","DN:int32, geometry:geometry",Poly_ClippedSlopeN27E34,Flora And Fauna,Survey,0.009,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN27E35_3857.shp,Poly_ClippedSlopeN27E35_3857,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3910066.192944206), np.float64(3204729.5021486212), np.float64(3927784.545232931), np.float64(3222997.021583889)]","[(3927647.4830142204, 3204685.122214536), (3909684.2232903326, 3222614.3265841906), (3912776.490675457, 3225712.4675295134), (3930739.7503993446, 3207783.263159859)]",2138.0,True,False,,,2.0,"DN, geometry","DN:int32, geometry:geometry",Poly_ClippedSlopeN27E35,Flora And Fauna,Survey,0.025,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN28E34_3857.shp,Poly_ClippedSlopeN28E34_3857,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3857034.824401162), np.float64(3251395.078004332), np.float64(3861116.5390645335), np.float64(3256286.0341950012)]","[(3859476.9526966293, 3251377.1015437017), (3856855.4654132132, 3255990.8588196514), (3859552.1164447544, 3257523.066944458), (3862173.60372817, 3252909.3096685084)]",1381.0,True,False,,,2.0,"DN, geometry","DN:int32, geometry:geometry",Poly_ClippedSlopeN28E34,Flora And Fauna,Survey,0.016,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Poly_ClippedSlopeN28E35_3857.shp,Poly_ClippedSlopeN28E35_3857,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3898748.7113775853), np.float64(3255089.6851987224), np.float64(3906417.387411798), np.float64(3258045.3709542346)]","[(3898864.765010282, 3258085.1108255815), (3906432.2213541484, 3257447.249284396), (3906190.5157142705, 3254579.7039634422), (3898623.0593704036, 3255217.565504628)]",3409.0,True,False,,,2.0,"DN, geometry","DN:int32, geometry:geometry",Poly_ClippedSlopeN28E35,Flora And Fauna,Survey,0.039,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Shusha_Terrain.shp,Shusha_Terrain,success,,EPSG:32636,32636.0,LineString,"[np.float64(686827.6008100432), np.float64(3090599.1961114286), np.float64(688378.0252894153), np.float64(3091911.85026325)]","[(686790.4983286691, 3090636.021443426), (687362.152751382, 3091973.277413963), (688436.2320834583, 3091514.1265754406), (687864.5776607455, 3090176.8706049034)]",35.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",Shusha_Terrain,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Sila_Terrain.shp,Sila_Terrain,success,,EPSG:32636,32636.0,LineString,"[np.float64(723914.3775188875), np.float64(3060347.985904332), np.float64(725211.0701186203), np.float64(3062074.7259472986)]","[(724024.0525175774, 3062135.873236768), (725293.6141730216, 3060425.4712262196), (725102.1008947948, 3060283.3187304637), (723832.5392393506, 3061993.720741012)]",7.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",Sila_Terrain,Flora And Fauna,Survey,0.0,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Slope_Polygons_3857_20-30.shp,Slope_Polygons_3857_20-30,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3857158.512724295), np.float64(3220486.9807454553), np.float64(3914766.3492232393), np.float64(3257799.063807942)]","[(3913517.0193827935, 3219617.205848644), (3856172.1505592195, 3253897.0828763456), (3870744.3200074993, 3278274.0415549506), (3928089.1888310728, 3243994.164527249)]",385.0,True,False,,,5.0,"DN, layer, path, Area, geometry","DN:int32, layer:object, path:object, Area:float64, geometry:geometry",Slope_Polygons,Flora And Fauna,Survey,0.106,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Slope_Polygons_3857_30up.shp,Slope_Polygons_3857_30up,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3884957.4633483156), np.float64(3220521.842423767), np.float64(3912199.8165182406), np.float64(3257130.5158394333)]","[(3899765.8876878126, 3257140.003358348), (3912308.886659364, 3220559.240933719), (3893813.1737860222, 3214217.336273203), (3881270.1748144706, 3250798.098697832)]",486.0,True,False,,,5.0,"DN, layer, path, Area, geometry","DN:int32, layer:object, path:object, Area:float64, geometry:geometry",Slope_Polygons,Flora And Fauna,Survey,0.133,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Slope_Polygons_3857_All.shp,Slope_Polygons_3857_All,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3857034.824401162), np.float64(3204729.5021486212), np.float64(3927784.545232931), np.float64(3258045.3709542346)]","[(3927668.5428153314, 3204695.5721540116), (3855633.0382313267, 3254028.017600218), (3873394.6469217786, 3279963.6149904896), (3945430.151505783, 3230631.1695442833)]",7724.0,True,False,,,4.0,"DN, layer, path, geometry","DN:int32, layer:object, path:object, geometry:geometry",Slope_Polygons,Flora And Fauna,Survey,2.055,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\UmmShujayrat_Terrain.shp,UmmShujayrat_Terrain,success,,EPSG:32636,32636.0,LineString,"[np.float64(703709.7207436278), np.float64(3105648.030546208), np.float64(705632.9186630984), np.float64(3106494.869914598)]","[(703712.7198226686, 3106499.9670588686), (705640.1490896412, 3106395.1112290756), (705598.1267740761, 3105622.6692862115), (703670.6975071037, 3105727.5251160045)]",34.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",UmmShujayrat_Terrain,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Walih_Terrain.shp,Walih_Terrain,success,,EPSG:32636,32636.0,LineString,"[np.float64(713021.7137639448), np.float64(3074987.4939122037), np.float64(715002.1734240851), np.float64(3075839.0018428774)]","[(713071.4267781168, 3075908.4107321175), (715027.9482469083, 3075516.118116996), (714882.1810000663, 3074789.1180738993), (712925.6595312749, 3075181.4106890215)]",18.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",Walih_Terrain,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\000_Premobilisation\Terrain\Yuba_Terrain.shp,Yuba_Terrain,success,,EPSG:32636,32636.0,"LineString, MultiLineString","[np.float64(709286.03184633), np.float64(3073577.8899042276), np.float64(711582.862276822), np.float64(3076229.9614487244)]","[(711349.13783839, 3073479.6633036495), (708933.1665699952, 3075812.4408370187), (709709.2366363467, 3076616.1878535026), (712125.2079047413, 3074283.410320134)]",82.0,True,False,,,4.0,"fid, ID, ELEV, geometry","fid:float64, ID:int64, ELEV:float64, geometry:geometry",Yuba_Terrain,Flora And Fauna,Survey,0.003,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Duba_Sila_Crossing_Tracklog.shp,20220614_Duba_Sila_Crossing_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(726227.7952616602), np.float64(3040774.623451021), np.float64(746248.71748948), np.float64(3060594.082251304)]","[(726665.3656043619, 3061013.8785507637), (746251.5807906318, 3040778.9936722293), (745538.4968182525, 3040088.7690323195), (725952.2816319825, 3060323.6539108544)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220614_Duba,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Duba_Sila_Crossing_Waypoints.shp,20220614_Duba_Sila_Crossing_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(726257.3707610078), np.float64(3040836.9682393707), np.float64(746149.8239613012), np.float64(3060589.580139519)]","[(746149.8239613012, 3040836.9682393707), (726257.3707610078, 3060589.580139519), (726474.6844882186, 3060808.4317757017), (746367.1376846846, 3041055.8198755262)]",3.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220614_Duba,Flora And Fauna,Survey,0.002,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Sila_TeamA_Tracklog.shp,20220614_Sila_TeamA_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(724604.0254852149), np.float64(3060434.304455095), np.float64(726181.9158498722), np.float64(3061342.4232950313)]","[(725033.6191661371, 3061702.1193245), (726181.9158498722, 3060583.0992299267), (725589.063033721, 3059974.7353320788), (724440.7661521215, 3061093.7557385326)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220614_Sila,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Sila_TeamA_Waypoints.shp,20220614_Sila_TeamA_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(724614.3129972101), np.float64(3060466.424761687), np.float64(725290.7608144528), np.float64(3061195.030918477)]","[(724636.9842614528, 3061215.669158455), (725290.7608144528, 3060497.488828584), (725147.4530604981, 3060367.032497807), (724493.6766744447, 3061085.2129201414)]",42.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220614_Sila,Flora And Fauna,Survey,0.022,True
