file_path,file_name,file_type,status,error,marine_mammals,sharks_rays,reptiles,fish,birds,invertebrates_habitat,survey_types,places,data_types,conservation
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230721.pdf,83291_NEOM MMO_20230721.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230721.pdf,._83291_NEOM MMO_20230721.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230720.pdf,83291_NEOM MMO_20230720.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230720.pdf,._83291_NEOM MMO_20230720.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230722.pdf,83291_NEOM MMO_20230722.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230722.pdf,._83291_NEOM MMO_20230722.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230723.pdf,83291_NEOM MMO_20230723.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230723.pdf,._83291_NEOM MMO_20230723.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230727.pdf,83291_NEOM MMO_20230727.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230727.pdf,._83291_NEOM MMO_20230727.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230726.pdf,83291_NEOM MMO_20230726.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230726.pdf,._83291_NEOM MMO_20230726.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230724.pdf,83291_NEOM MMO_20230724.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230724.pdf,._83291_NEOM MMO_20230724.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230730.pdf,83291_NEOM MMO_20230730.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230730.pdf,._83291_NEOM MMO_20230730.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230718.pdf,83291_NEOM MMO_20230718.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230718.pdf,._83291_NEOM MMO_20230718.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230719.pdf,83291_NEOM MMO_20230719.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230719.pdf,._83291_NEOM MMO_20230719.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230731.pdf,83291_NEOM MMO_20230731.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230731.pdf,._83291_NEOM MMO_20230731.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230725.pdf,83291_NEOM MMO_20230725.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230725.pdf,._83291_NEOM MMO_20230725.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230805.pdf,83291_NEOM MMO_20230805.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230805.pdf,._83291_NEOM MMO_20230805.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230804.pdf,83291_NEOM MMO_20230804.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230804.pdf,._83291_NEOM MMO_20230804.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230806.pdf,83291_NEOM MMO_20230806.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230806.pdf,._83291_NEOM MMO_20230806.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230807.pdf,83291_NEOM MMO_20230807.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230807.pdf,._83291_NEOM MMO_20230807.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230803.pdf,83291_NEOM MMO_20230803.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230803.pdf,._83291_NEOM MMO_20230803.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230802.pdf,83291_NEOM MMO_20230802.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230802.pdf,._83291_NEOM MMO_20230802.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\83291_NEOM MMO_20230801.pdf,83291_NEOM MMO_20230801.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Summer Survey\._83291_NEOM MMO_20230801.pdf,._83291_NEOM MMO_20230801.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230310.pdf,83291_NEOM MMO_20230310.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230310.pdf,._83291_NEOM MMO_20230310.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230304.pdf,83291_NEOM MMO_20230304.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230304.pdf,._83291_NEOM MMO_20230304.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230305.pdf,83291_NEOM MMO_20230305.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230305.pdf,._83291_NEOM MMO_20230305.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230311.pdf,83291_NEOM MMO_20230311.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230311.pdf,._83291_NEOM MMO_20230311.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230307.pdf,83291_NEOM MMO_20230307.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230307.pdf,._83291_NEOM MMO_20230307.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230313.pdf,83291_NEOM MMO_20230313.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230313.pdf,._83291_NEOM MMO_20230313.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230312.pdf,83291_NEOM MMO_20230312.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230312.pdf,._83291_NEOM MMO_20230312.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230306.pdf,83291_NEOM MMO_20230306.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230306.pdf,._83291_NEOM MMO_20230306.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230302.pdf,83291_NEOM MMO_20230302.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230302.pdf,._83291_NEOM MMO_20230302.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230303.pdf,83291_NEOM MMO_20230303.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230303.pdf,._83291_NEOM MMO_20230303.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230315.pdf,83291_NEOM MMO_20230315.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230315.pdf,._83291_NEOM MMO_20230315.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230301.pdf,83291_NEOM MMO_20230301.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230301.pdf,._83291_NEOM MMO_20230301.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230314.pdf,83291_NEOM MMO_20230314.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230314.pdf,._83291_NEOM MMO_20230314.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230308.pdf,83291_NEOM MMO_20230308.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230308.pdf,._83291_NEOM MMO_20230308.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230309.pdf,83291_NEOM MMO_20230309.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230309.pdf,._83291_NEOM MMO_20230309.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230226.pdf,83291_NEOM MMO_20230226.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230226.pdf,._83291_NEOM MMO_20230226.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230227.pdf,83291_NEOM MMO_20230227.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230227.pdf,._83291_NEOM MMO_20230227.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230225.pdf,83291_NEOM MMO_20230225.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230225.pdf,._83291_NEOM MMO_20230225.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230224.pdf,83291_NEOM MMO_20230224.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230224.pdf,._83291_NEOM MMO_20230224.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230220.pdf,83291_NEOM MMO_20230220.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230220.pdf,._83291_NEOM MMO_20230220.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230221.pdf,83291_NEOM MMO_20230221.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230221.pdf,._83291_NEOM MMO_20230221.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230223.pdf,83291_NEOM MMO_20230223.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230223.pdf,._83291_NEOM MMO_20230223.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\83291_NEOM MMO_20230222.pdf,83291_NEOM MMO_20230222.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\03_Daily Reports\Winter Survey\._83291_NEOM MMO_20230222.pdf,._83291_NEOM MMO_20230222.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\05_Winter Interim Report\Interim Report\2023-03-31_KBD_NEOM_TREP_MMSOs_Interim Report_Rev02.pdf,2023-03-31_KBD_NEOM_TREP_MMSOs_Interim Report_Rev02.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\05_Winter Interim Report\Interim Report\._2023-03-31_KBD_NEOM_TREP_MMSOs_Interim Report_Rev02.pdf,._2023-03-31_KBD_NEOM_TREP_MMSOs_Interim Report_Rev02.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\04_Summer Interim Report\Summer Interim Report\2023-09-11_KBD_NEOM_TREP_MMSOs_Interim Report_Summer_Rev01.pdf,2023-09-11_KBD_NEOM_TREP_MMSOs_Interim Report_Summer_Rev01.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\04_Summer Interim Report\Summer Interim Report\._2023-09-11_KBD_NEOM_TREP_MMSOs_Interim Report_Summer_Rev01.pdf,._2023-09-11_KBD_NEOM_TREP_MMSOs_Interim Report_Summer_Rev01.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\04_Summer Interim Report\Summer Interim Report GIS\16_Marine_Megafauna_SummerSurvey_2023.gdb,16_Marine_Megafauna_SummerSurvey_2023.gdb,geodatabase,success,,"bottlenose, cetacean, dolphin, dugong, indo-pacific, pantropical, spinner",shark,,,"booby, crab plover, falcon, gull, heron, osprey, pelican, plover, reef heron, sandpiper, sooty falcon, sooty gull, tern, white-eyed gull","coral, crab","acoustic, baseline, nesting, photo id, sighting, survey, transect","NEOM, island, offshore, reef","depth, feeding, temperature, track","debris, plastic"
E:\Marine New Data\Megafauna (Cetaceans) baseline study\01_PEP\2022-12-22_KBD_NEOM_TREP_MMOS_PEP_Rev01.pdf,2022-12-22_KBD_NEOM_TREP_MMOS_PEP_Rev01.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\01_PEP\._2022-12-22_KBD_NEOM_TREP_MMOS_PEP_Rev01.pdf,._2022-12-22_KBD_NEOM_TREP_MMOS_PEP_Rev01.pdf,pdf,error,ERROR: No module named 'PyPDF2',,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\Acoustic data\m17102_vessel_eventswp_combined_MASTER.xlsx,m17102_vessel_eventswp_combined_MASTER.xlsx,excel,error,ERROR: Missing optional dependency 'openpyxl'.  Use pip or conda to install openpyxl.,,,,,,,,,,
E:\Marine New Data\Megafauna (Cetaceans) baseline study\Acoustic data\._m17102_vessel_eventswp_combined_MASTER.xlsx,._m17102_vessel_eventswp_combined_MASTER.xlsx,excel,error,"ERROR: Excel file format cannot be determined, you must specify an engine manually.",,,,,,,,,,
